,Name,Venue_Category,Neighborhood,District,Latitude,Longitude
612,Pop's Italian Beef & Sausage,Fast Food Restaurant,Beverly View,Ashburn,41.70503230844317,-87.7012364833615
613,Reese's Lounge,Bar,Beverly View,Ashburn,41.73553503123074,-87.6690291335142
614,Foster Park Field House,Park,Beverly View,Ashburn,41.74165820753417,-87.65995534903145
615,Beverly Records,Record Shop,Beverly View,Ashburn,41.68228742737537,-87.6809990403422
616,Smoothie King,Smoothie Shop,Beverly View,Ashburn,41.720473,-87.69389699999999
617,Golden Griddle Pancake House,Breakfast Spot,Beverly View,Ashburn,41.72088769200273,-87.6978127073513
618,Manzo's,Burger Joint,Beverly View,Ashburn,41.69183208837456,-87.68082866143787
619,Salaam Restaurant & Bakery,Middle Eastern Restaurant,Beverly View,Ashburn,41.750726557504265,-87.64225971100035
620,Milano's Pizza,Pizza Place,Beverly View,Ashburn,41.69423966339091,-87.68104137691685
621,The Salvation Army Ray & Joan Kroc Corps Community Center Chicago,General Entertainment,Beverly View,Ashburn,41.67762584760798,-87.65298539891731
622,Chase Bank,Bank,Beverly View,Ashburn,41.720521999999995,-87.701417
623,O'Rourke's Office,Bar,Beverly View,Ashburn,41.69207521241294,-87.68144461389083
624,CVS pharmacy,Pharmacy,Beverly View,Ashburn,41.70686939039607,-87.64249816784687
625,Popeyes Louisiana Kitchen,Fried Chicken Joint,Beverly View,Ashburn,41.70531216044586,-87.70103500979246
626,Walgreens,Pharmacy,Beverly View,Ashburn,41.6917951,-87.70186120000001
627,Charter Fitness,Gym / Fitness Center,Beverly View,Ashburn,41.69141433479083,-87.68563952970297
628,Sistar Beauty Supply,Health & Beauty Service,Beverly View,Ashburn,41.73318206185718,-87.62606919576885
629,Dollar Tree,Discount Store,Beverly View,Ashburn,41.68258180939997,-87.66353702364002
630,Panda Express,Chinese Restaurant,Beverly View,Ashburn,41.67772666414306,-87.66424936474395
631,CVS pharmacy,Pharmacy,Beverly View,Ashburn,41.69241444069129,-87.68104555629743
632,CVS pharmacy,Pharmacy,Beverly View,Ashburn,41.70670373708338,-87.70068558624708
633,Let's Get Poppin,Snack Place,Beverly View,Ashburn,41.67920206475402,-87.68108570520106
634,Morgan Park Sports Center,Skating Rink,Beverly View,Ashburn,41.68426600235945,-87.68080533074203
635,The Junction Lounge,Lounge,Beverly View,Ashburn,41.737235207983275,-87.65321143589024
636,Mather's More than a Café,Café,Beverly View,Ashburn,41.74354813240095,-87.62308852253378
637,Jewel-Osco,Supermarket,Beverly View,Ashburn,41.683027,-87.7023094
638,Kroc Center Gym,Gym / Fitness Center,Beverly View,Ashburn,41.67861112104394,-87.65261165328175
639,Morrison's Restaurant,Southern / Soul Food Restaurant,Beverly View,Ashburn,41.745941784619546,-87.66312153036445
640,Lumes Pancake House,Breakfast Spot,Beverly View,Ashburn,41.682420569355905,-87.68059953152884
641,U.S. Bank ATM,ATM,Beverly View,Ashburn,41.69001906288629,-87.70054539665432
642,Staropolska Restaurant,Eastern European Restaurant,Parkview,Ashburn,41.936231505943134,-87.71925726065636
643,Brew Brew Coffee and Tea,Coffee Shop,Parkview,Ashburn,41.931921597697674,-87.7233868415329
644,Dante's Pizzeria,Pizza Place,Parkview,Ashburn,41.93251155198366,-87.71289284716394
645,The Dill Pickle Food Coop,Organic Grocery,Parkview,Ashburn,41.93101580502697,-87.71096261991123
646,Hopewell Brewing Company,Brewery,Parkview,Ashburn,41.93145820033207,-87.71132596583661
647,Chiya Chai,Café,Parkview,Ashburn,41.931535617055566,-87.71147555817222
648,Cafe Con Leche,Latin American Restaurant,Parkview,Ashburn,41.930452098076884,-87.70963196033523
649,Longman & Eagle,New American Restaurant,Parkview,Ashburn,41.93011731914049,-87.70722735226109
650,Logan Theatre,Indie Movie Theater,Parkview,Ashburn,41.92984398075828,-87.70878611743879
651,Lost Lake,Tiki Bar,Parkview,Ashburn,41.93206794967808,-87.70719468527865
652,Same Day Cafe,Café,Parkview,Ashburn,41.92989890177015,-87.7073595514349
653,El Cubanito,Cuban Restaurant,Parkview,Ashburn,41.92784629506675,-87.72666130862117
654,L'Patron Tacos,Taco Place,Parkview,Ashburn,41.92436458439048,-87.72135078907013
655,Lula Café,Café,Parkview,Ashburn,41.927746625918466,-87.70705775217938
656,SmallBar,Bar,Parkview,Ashburn,41.935603129165656,-87.70518669117605
657,Fat Rice,Asian Restaurant,Parkview,Ashburn,41.9320347402214,-87.70250027471731
658,Intelligentsia Coffee Bar,Coffee Shop,Parkview,Ashburn,41.92977820743028,-87.70847643906521
659,OSB at L&E,Gastropub,Parkview,Ashburn,41.93010298916194,-87.70704867011507
660,The Bakery at Fat Rice,Bakery,Parkview,Ashburn,41.93204881240802,-87.70217071251524
661,Wyler Road,Sandwich Place,Parkview,Ashburn,41.92261962559234,-87.71685227949136
662,Webster's Wine Bar,Wine Bar,Parkview,Ashburn,41.92884795502663,-87.70692669114142
663,Logan Boulevard,Park,Parkview,Ashburn,41.92644776561277,-87.70760338491252
664,Historic Logan Square,Historic Site,Parkview,Ashburn,41.92644807073224,-87.7075936810998
665,Billy Sunday,Cocktail Bar,Parkview,Ashburn,41.92793168533553,-87.70656675934454
666,City Lit,Bookstore,Parkview,Ashburn,41.92720449595028,-87.70695076379515
667,Logan Square Farmers Market,Farmers Market,Parkview,Ashburn,41.92825063818568,-87.70479982788844
668,Estereo,Lounge,Parkview,Ashburn,41.925778171830075,-87.70221144472751
669,Daisies,New American Restaurant,Parkview,Ashburn,41.927223093556684,-87.70418640280162
670,Sip of Hope,Coffee Shop,Parkview,Ashburn,41.92465563216029,-87.70397433118983
671,Chicago Skyline,Scenic Lookout,Parkview,Ashburn,41.928156857139136,-87.70273011712356
672,DMen Tap,German Restaurant,Parkview,Ashburn,41.939327799894855,-87.69971594047398
673,Galerie F,Art Gallery,Parkview,Ashburn,41.925193,-87.70079
674,The Whistler,Cocktail Bar,Parkview,Ashburn,41.925258610300354,-87.70107773503231
675,Mi Tocaya Antojería,Mexican Restaurant,Parkview,Ashburn,41.928851020430415,-87.69760699077196
676,Quiote,Mexican Restaurant,Parkview,Ashburn,41.92660199248362,-87.69764474813923
677,Miko's Italian Ice,Ice Cream Shop,Parkview,Ashburn,41.922686643504186,-87.70226892044886
678,Gaslight Coffee Roasters,Coffee Shop,Parkview,Ashburn,41.92465548175251,-87.69997768031347
679,Paulie Gee's,Pizza Place,Parkview,Ashburn,41.925792484079096,-87.70203585614853
680,Revolution Brewing,Brewery,Parkview,Ashburn,41.92351901421027,-87.6983077980324
681,Damn Fine Coffee Bar,Coffee Shop,Parkview,Ashburn,41.9173348278115,-87.7110040967954
682,Palmer Square Park,Park,Parkview,Ashburn,41.921175913774476,-87.70334542571072
683,The Dojo (Pipeworks Bottle Shop),Brewery,Parkview,Ashburn,41.91821625850199,-87.7255541306809
684,Rosa's Lounge,Rock Club,Parkview,Ashburn,41.917439951460686,-87.71278849368456
685,Scofflaw,Cocktail Bar,Parkview,Ashburn,41.91732600509933,-87.7071466253367
686,Weegee's Lounge,Cocktail Bar,Parkview,Ashburn,41.91719941435535,-87.7191603132514
687,Best Intentions,Dive Bar,Parkview,Ashburn,41.91727409207635,-87.71031834441122
688,Go Tavern & Liquors,Dive Bar,Parkview,Ashburn,41.917403903538755,-87.7078271224394
689,Giant,American Restaurant,Parkview,Ashburn,41.917389985767905,-87.70743600272817
690,Ground Control,Vegetarian / Vegan Restaurant,Parkview,Ashburn,41.91729703937488,-87.71084688910213
691,The Boiler Room,Pizza Place,Parkview,Ashburn,41.922195414790686,-87.69745604833345
692,The 606 — Western Terminus,Trail,Parkview,Ashburn,41.913680199238335,-87.72007957666847
693,Chicago Diner,Vegetarian / Vegan Restaurant,Parkview,Ashburn,41.923784999999995,-87.698497
694,Parson's Chicken & Fish,Fried Chicken Joint,Parkview,Ashburn,41.91772500765607,-87.70129491271518
695,Colectivo Coffee,Café,Parkview,Ashburn,41.92214116207241,-87.69598213892174
696,Bang Bang Pie Shop,Pie Shop,Parkview,Ashburn,41.91901396975405,-87.69717275730295
697,Owen & Engine,Gastropub,Parkview,Ashburn,41.93031712299037,-87.68794384242328
698,Forever Yogurt,Frozen Yogurt Shop,Parkview,Ashburn,41.93124725745496,-87.68612650994282
699,Lonesome Rose,Mexican Restaurant,Parkview,Ashburn,41.91958599722102,-87.69716594306196
700,Dante's Pizzeria,Pizza Place,Parkview,Ashburn,41.917455103339705,-87.70370099911192
701,90 Miles Cuban Cafe,Cuban Restaurant,Parkview,Ashburn,41.93799466282279,-87.68587937770242
702,Katherine Anne Confections,Dessert Shop,Parkview,Ashburn,41.91747497375764,-87.69648308178066
703,La Cocina Boricua,Caribbean Restaurant,Parkview,Ashburn,41.925026589415566,-87.68852172331766
704,Twisted Scissors,Salon / Barbershop,Parkview,Ashburn,41.917711,-87.694103
705,Golden Teardrops,Cocktail Bar,Parkview,Ashburn,41.919626670711644,-87.69715055003141
706,Osteria Langhe,Italian Restaurant,Parkview,Ashburn,41.91751362351243,-87.6982417340025
707,Wasabi Ramen,Ramen Restaurant,Parkview,Ashburn,41.91945180106617,-87.69145412102495
708,Fat Willy's Rib Shack,BBQ Joint,Parkview,Ashburn,41.930401253203584,-87.68869866961231
709,Paladar Cuban Restaurant & Rum Bar,Cuban Restaurant,Parkview,Ashburn,41.92344518678174,-87.68783261849919
710,90 Miles Cuban Cafe,Cuban Restaurant,Parkview,Ashburn,41.91768096341338,-87.6917320828714
711,Jewel-Osco,Supermarket,Scottsdale,Ashburn,41.7472066,-87.74225179999999
712,Chase Bank,Bank,Scottsdale,Ashburn,41.74948117618353,-87.74057109123741
713,PetSmart,Pet Store,Scottsdale,Ashburn,41.752745000000004,-87.7433902
714,GameStop,Video Game Store,Scottsdale,Ashburn,41.748024172067154,-87.74098534785927
715,HomeGoods,Furniture / Home Store,Scottsdale,Ashburn,41.7514441311319,-87.7453398134918
716,Kohl's,Department Store,Scottsdale,Ashburn,41.754064,-87.743695
717,Aldi,Grocery Store,Scottsdale,Ashburn,41.74059260000001,-87.7404433
718,Best Buy,Electronics Store,Scottsdale,Ashburn,41.75597464735878,-87.74289160966873
719,Chuck's Southern Comforts Cafe,Southern / Soul Food Restaurant,Scottsdale,Ashburn,41.74824251082222,-87.7831152834057
720,HOBO - Home Owners Bargain Outlet,Furniture / Home Store,Scottsdale,Ashburn,41.7338099,-87.7413388
721,Premos,Ice Cream Shop,Scottsdale,Ashburn,41.71987592837896,-87.758864034025
722,Starbucks,Coffee Shop,Scottsdale,Ashburn,41.719609999999996,-87.74941
723,Les Brothers Restaurant,Breakfast Spot,Scottsdale,Ashburn,41.73352,-87.780062
724,LA Fitness,Gym / Fitness Center,Scottsdale,Ashburn,41.731912135742185,-87.74202916509778
725,BJ McMahon's,Pub,Scottsdale,Ashburn,41.71993390192728,-87.75710105802843
726,Uncle Sam's Submarines,Fast Food Restaurant,Scottsdale,Ashburn,41.7347376627268,-87.74137163214954
727,Chipotle Mexican Grill,Mexican Restaurant,Scottsdale,Ashburn,41.75477468508043,-87.74066386656763
728,Salvation Army SATRUCK Thrift Store,Thrift / Vintage Store,Scottsdale,Ashburn,41.73189929623748,-87.74269428178839
729,The Vitamin Shoppe,Supplement Shop,Scottsdale,Ashburn,41.751512299999995,-87.7420238
730,SKECHERS Factory Outlet,Shoe Store,Scottsdale,Ashburn,41.753062192041384,-87.74197876784346
731,JCPenney,Department Store,Scottsdale,Ashburn,41.755943,-87.735164
732,5 Rabbit Brewery,Brewery,Scottsdale,Ashburn,41.75776802933917,-87.78021142381334
733,Stacked,Breakfast Spot,Scottsdale,Ashburn,41.71966919026917,-87.75295282986116
734,Panda Express,Chinese Restaurant,Scottsdale,Ashburn,41.7746355312975,-87.74185119571419
735,Auntie Anne's,Snack Place,Scottsdale,Ashburn,41.75576844009912,-87.73685255019151
736,Maple N Jams,Breakfast Spot,Scottsdale,Ashburn,41.73396941694956,-87.79032694529688
737,Victoria's Secret,Lingerie Store,Scottsdale,Ashburn,41.75567116867632,-87.73844728132889
738,Fusion RecPlex,Recreation Center,Scottsdale,Ashburn,41.73865901662121,-87.77163461216928
739,Potbelly Sandwich Shop,Sandwich Place,Scottsdale,Ashburn,41.755089,-87.73699599999999
740,Oak Lawn Ice Arena,Skating Rink,Scottsdale,Ashburn,41.722699963648864,-87.73634987568384
741,Blaze Pizza,Pizza Place,Scottsdale,Ashburn,41.719997,-87.776399
742,Planet Fitness,Gym / Fitness Center,Scottsdale,Ashburn,41.71965302106491,-87.7389565689879
743,Jalisco,Burrito Place,Scottsdale,Ashburn,41.748096183041866,-87.78471410214924
744,Verizon,Mobile Phone Shop,Scottsdale,Ashburn,41.7495314,-87.74200920000001
745,Francesca's on 95th,Italian Restaurant,Scottsdale,Ashburn,41.720498376383475,-87.77690164386124
746,Oak Lawn Family Restaurant,Diner,Scottsdale,Ashburn,41.71959738556685,-87.76498261371029
747,Walmart Neighborhood Market,Grocery Store,Wrightwood,Ashburn,41.75656322982396,-87.66308147379473
748,Marquette Park,Park,Wrightwood,Ashburn,41.76863906651439,-87.70216226577759
749,Fred & Jack's,Mexican Restaurant,Gresham,Auburn Gresham,41.756313499987435,-87.63176427640533
750,Potbelly Sandwich Shop,Sandwich Place,Gresham,Auburn Gresham,41.743227000000005,-87.632245
751,Starbucks,Coffee Shop,Gresham,Auburn Gresham,41.736470841329755,-87.62873432573538
752,Garrett Popcorn Shops,Snack Place,Gresham,Auburn Gresham,41.73653542012154,-87.60582914678206
753,Planet Fitness,Gym / Fitness Center,Gresham,Auburn Gresham,41.74248437387438,-87.63150519226214
754,9705 Club,Nightclub,Gresham,Auburn Gresham,41.71759541642261,-87.64289525194096
755,Dat Donut,Donut Shop,Gresham,Auburn Gresham,41.74411303511134,-87.60481559469861
756,Jerk Taco Man Stand,Fast Food Restaurant,Gresham,Auburn Gresham,41.75391369887329,-87.62420941244845
757,ALDI,Grocery Store,Gresham,Auburn Gresham,41.739299166703205,-87.63243398288978
758,Kusanya Cafe,Café,Gresham,Auburn Gresham,41.76871892602268,-87.64568021748084
759,Soul Vegetarian East,Vegetarian / Vegan Restaurant,Gresham,Auburn Gresham,41.758267880072964,-87.61965245893185
760,Harold's Chicken Shack,Wings Joint,Gresham,Auburn Gresham,41.736373632092025,-87.62692955634711
761,5 Loaves Eatery,American Restaurant,Gresham,Auburn Gresham,41.75838113913453,-87.61485952762777
762,Tropical Island Delight,African Restaurant,Gresham,Auburn Gresham,41.75112543080718,-87.6104411141729
763,Shark's Fish and Chicken,Seafood Restaurant,Gresham,Auburn Gresham,41.750052420415095,-87.64399067708551
764,Brown Sugar Bakery,Bakery,Gresham,Auburn Gresham,41.758336556532974,-87.61715408345997
765,Red Peppers,Lounge,Gresham,Auburn Gresham,41.73660916362793,-87.61324808537016
766,Culture Connection,Clothing Store,Gresham,Auburn Gresham,41.765393539537506,-87.63508348129726
767,Three Chefs Restaurant,Southern / Soul Food Restaurant,Gresham,Auburn Gresham,41.74623817337359,-87.64376057407894
768,Haire's Gulf Shrimp,Seafood Restaurant,Gresham,Auburn Gresham,41.758354,-87.6314
769,Dukes Lounge,Bar,Gresham,Auburn Gresham,41.750991493055956,-87.62032869576805
770,Chipotle Mexican Grill,Fast Food Restaurant,Gresham,Auburn Gresham,41.73579185673286,-87.6259547973151
771,Time Out Lounge,Lounge,Gresham,Auburn Gresham,41.74474808576819,-87.63582682669771
772,Dollar Tree,Discount Store,Gresham,Auburn Gresham,41.737250196729185,-87.62855029152016
773,Kam's Chop Suey,Chinese Restaurant,Gresham,Auburn Gresham,41.7434349036445,-87.62405713493715
774,Simeon Alumni Village,Lounge,Gresham,Auburn Gresham,41.73272458218562,-87.64417389631386
775,Deli king,Sandwich Place,Gresham,Auburn Gresham,41.76536020697476,-87.63544261672733
776,Visionz Cafe,Lounge,Gresham,Auburn Gresham,41.74735119425139,-87.66361571159945
777,Italian Fiesta Pizzeria,Pizza Place,Gresham,Auburn Gresham,41.74729,-87.64431
778,Victoria's Secret PINK,Lingerie Store,Gresham,Auburn Gresham,41.76000668944107,-87.65152094780491
779,Dock's Fish,Seafood Restaurant,Gresham,Auburn Gresham,41.73657341880414,-87.62671112932779
780,Uncle Johns Barbeque,BBQ Joint,Gresham,Auburn Gresham,41.74420258699965,-87.60491536281984
781,Frances Cocktail Lounge,Bar,Gresham,Auburn Gresham,41.7583350959786,-87.61782098176045
782,Walgreens,Pharmacy,Gresham,Auburn Gresham,41.738138299999996,-87.6055569
783,Licorice,Bar,Gresham,Auburn Gresham,41.7365248021736,-87.60936098358064
784,A&S Beverages,Liquor Store,Gresham,Auburn Gresham,41.75839969102198,-87.61791420209579
785,America's  Best,Optical Shop,Gresham,Auburn Gresham,41.735519157809996,-87.62973168820605
786,JJ Fish,Fish & Chips Shop,Gresham,Auburn Gresham,41.74327331057607,-87.63245080796926
787,CVS pharmacy,Pharmacy,Gresham,Auburn Gresham,41.74778960332141,-87.66293360774826
788,50 Yard Line Sports Bar & Grille,Bar,Gresham,Auburn Gresham,41.75818457055702,-87.62198956366018
789,President's Lounge,Lounge,Gresham,Auburn Gresham,41.758419875434214,-87.60832802482142
790,Dunkin',Donut Shop,Gresham,Auburn Gresham,41.73674056104464,-87.61256230679408
791,Studio Movie Grill Chatham,Movie Theater,Gresham,Auburn Gresham,41.73911298936081,-87.63026451294897
792,Buddy's Wine & Spirits,Liquor Store,Gresham,Auburn Gresham,41.73555780802674,-87.6300525823772
793,Lem's BBQ House,BBQ Joint,Gresham,Auburn Gresham,41.75826839224175,-87.61761772761885
794,Chicago Public Library,Library,Gresham,Auburn Gresham,41.72098746703559,-87.64315358035375
795,Avalon Park,Park,Gresham,Auburn Gresham,41.740512872637574,-87.59143317820785
796,Nick's Gyros,Greek Restaurant,Gresham,Auburn Gresham,41.750500584873095,-87.66367557574944
797,Kenwood Liquors,Liquor Store,Gresham,Auburn Gresham,41.73470762414578,-87.58582178912754
798,T-Mobile,Mobile Phone Shop,Gresham,Auburn Gresham,41.7353789,-87.6300258
799,Market Fisheries,Seafood Restaurant,Gresham,Auburn Gresham,41.76472094696036,-87.6247209914436
800,L & P Wholesale,Grocery Store,Gresham,Auburn Gresham,41.76607909022369,-87.62469332889067
801,Big Sams,Convenience Store,Gresham,Auburn Gresham,41.75824764610885,-87.62016899487774
802,Margarita's Pizzeria II,Pizza Place,Gresham,Auburn Gresham,41.75848920177229,-87.61644628544961
803,Reuters Bakery,Bakery,Galewood,Austin,41.92389060349478,-87.8054325698926
804,Ross Dress for Less,Clothing Store,Galewood,Austin,41.924429798996755,-87.78953123284664
805,Unique Thrift Store,Thrift / Vintage Store,Galewood,Austin,41.92608424150596,-87.78951843208422
806,Angelo Caputo's Fresh Market,Grocery Store,Galewood,Austin,41.92460705289589,-87.80689219971072
807,Las Islas Marias,Seafood Restaurant,Galewood,Austin,41.92407253711522,-87.7895986557503
808,PetSmart,Pet Store,Galewood,Austin,41.9231519,-87.7908686
809,Arezzo Jewelers,Jewelry Store,Galewood,Austin,41.93692,-87.80704
810,Del Rancho Market,Grocery Store,Galewood,Austin,41.9221725685717,-87.79543757545817
811,Modern Nail Spa,Spa,Galewood,Austin,41.9085792330322,-87.80468073279268
812,XSport Fitness,Gym,Galewood,Austin,41.92517680357585,-87.78776496648794
813,Dunkin',Donut Shop,Galewood,Austin,41.93093659594885,-87.7757345012407
814,Mr. D's Shish-Kabob,Fast Food Restaurant,Galewood,Austin,41.93107046069179,-87.79287203151057
815,La Parrillita,Mexican Restaurant,Galewood,Austin,41.90870260944188,-87.80677821841945
816,Dollar Tree,Discount Store,Galewood,Austin,41.926585043676354,-87.78948739862801
817,El Alegre Burrito,Mexican Restaurant,Galewood,Austin,41.923795195282224,-87.80613967892576
818,Shabbona Park,Park,Galewood,Austin,41.93742383726053,-87.79985349082433
819,Buona,Sandwich Place,Galewood,Austin,41.9086008991012,-87.80259878189659
820,El Taconazo La Fiesta,Mexican Restaurant,Galewood,Austin,41.93088829416246,-87.80593724010315
821,Taylor Park,Park,Galewood,Austin,41.90357079951645,-87.78879461771567
822,Massa Cafe Italiano,Café,Galewood,Austin,41.908861394964525,-87.81240552967579
823,Jimmy John's,Sandwich Place,Galewood,Austin,41.910895925275575,-87.8060759542536
824,Johnnie's Beef,Fast Food Restaurant,Galewood,Austin,41.908913899757295,-87.81322121280684
825,Binny's Beverage Depot,Liquor Store,Galewood,Austin,41.908933794755356,-87.81017033463966
826,Jewel-Osco,Supermarket,Galewood,Austin,41.9262217,-87.7863353
827,Planet Fitness,Gym / Fitness Center,Galewood,Austin,41.9275669280642,-87.80672255892233
828,Jess Cafe,Asian Restaurant,Galewood,Austin,41.93838944391198,-87.77216787399128
829,Taco Burrito King,Mexican Restaurant,Galewood,Austin,41.90939711597604,-87.78917710786281
830,Maria's Mexican Restaurant,Mexican Restaurant,Galewood,Austin,41.91470260944417,-87.805816065244
831,ALDI,Grocery Store,Galewood,Austin,41.93197343305054,-87.76662545045838
832,Pasta Fresh,Gourmet Shop,Galewood,Austin,41.942120866527794,-87.80692199564255
833,Grandma Sally's Family Restaurant,Breakfast Spot,Galewood,Austin,41.90868730884761,-87.8075842841161
834,Hong Huah,Chinese Restaurant,Galewood,Austin,41.9239974799021,-87.77430953424498
835,Taconazo,Mexican Restaurant,Galewood,Austin,41.92963993941967,-87.76608745333017
836,Orange Theory Fitness,Gym / Fitness Center,Galewood,Austin,41.90874823369281,-87.80561626184185
837,Alpine Food Shop,Deli / Bodega,Galewood,Austin,41.90891966058824,-87.81488902088972
838,Starbucks,Coffee Shop,Galewood,Austin,41.90930138,-87.80263354
839,Celtic Corner,Bar,Galewood,Austin,41.93093770709286,-87.80894921843166
840,Agostino's Ristorante,Italian Restaurant,Galewood,Austin,41.931371959426095,-87.80629405066642
841,Forno Rosso,Pizza Place,Galewood,Austin,41.94752738304886,-87.80698284106572
842,Frank Lloyd Wright Home and Studio,Historic Site,Galewood,Austin,41.89415682062682,-87.79951715405569
843,Amarind's,Thai Restaurant,Galewood,Austin,41.909234879677356,-87.79583559130505
844,Marco's,Fast Food Restaurant,Galewood,Austin,41.923904135552064,-87.77604317193483
845,Frank Lloyd Wright Historic  District,Historic Site,Galewood,Austin,41.897309275697175,-87.79199441387249
846,La Costa,Seafood Restaurant,Galewood,Austin,41.93737118662907,-87.76629496547072
847,Walgreens,Pharmacy,Galewood,Austin,41.924456383637306,-87.76668146252638
848,Hands On Modern Thai & Sushi Bar,Thai Restaurant,Galewood,Austin,41.945241924844034,-87.8040821192616
849,El Gordo,Mexican Restaurant,Galewood,Austin,41.938566992504896,-87.77083317629972
850,Lukes on Harlem,Fast Food Restaurant,Galewood,Austin,41.93691548952955,-87.80882647083965
851,6978 Soul Food,Southern / Soul Food Restaurant,Galewood,Austin,41.909023995989145,-87.80027464230766
852,Golden Nugget,American Restaurant,Galewood,Austin,41.935192882146566,-87.76622906560014
853,Culver's,Fast Food Restaurant,Galewood,Austin,41.92583191730732,-87.81576320289543
854,Mr. Beef,Fast Food Restaurant,Galewood,Austin,41.951259381841076,-87.80707758228017
855,Lo Lo's Sub Shop,Deli / Bodega,Galewood,Austin,41.93062253066625,-87.81399657090886
856,Andersen Park,Park,Galewood,Austin,41.901307672064526,-87.77870885182968
857,Petersen's Old Fashioned Ice Cream,Ice Cream Shop,Galewood,Austin,41.89431100730384,-87.80318526619067
858,New Star Restaurant,Chinese Restaurant,Galewood,Austin,41.90884814257065,-87.81294858905953
859,Express Factory Outlet,Clothing Store,Galewood,Austin,41.95420634821185,-87.8087411820888
860,Victoria Secret,Lingerie Store,Galewood,Austin,41.95465614030199,-87.80889663849466
861,Trader Joe's,Grocery Store,Galewood,Austin,41.89012333242746,-87.8045926008374
862,Binny's Beverage Depot,Liquor Store,Galewood,Austin,41.9357,-87.83328320000001
863,Hubble Hookah,Hookah Bar,Galewood,Austin,41.94015449130524,-87.80694217580498
864,The Original Nottoli & Son,Deli / Bodega,Galewood,Austin,41.937910085228864,-87.81881541046026
865,3 D's Jerk Chicken Restaurant,Caribbean Restaurant,Galewood,Austin,41.90942534338522,-87.75887041051158
866,Oak Park Farmers Market,Farmers Market,Galewood,Austin,41.88880460907342,-87.78720130314802
867,Burger Moovment,Burger Joint,Galewood,Austin,41.908878520725295,-87.81391862400318
868,Paleteria Lindo Michoacan #2,Ice Cream Shop,Galewood,Austin,41.924173799544654,-87.75798995379957
869,Cooper’s Hawk Winery & Restaurant,American Restaurant,Galewood,Austin,41.888799334270466,-87.79972579306263
870,Wingstop,Wings Joint,Galewood,Austin,41.91147915297565,-87.80603276566734
871,Fitness Formula Club (FFC),Gym,Galewood,Austin,41.888772985496715,-87.8036193069107
872,Jim And Pete's,Italian Restaurant,Galewood,Austin,41.908737435572576,-87.82097026051215
873,Pete's Fresh Marketplace,Grocery Store,Galewood,Austin,41.887901139312866,-87.78208230261173
874,Classic Cinemas Lake Theatre,Multiplex,Galewood,Austin,41.88901705886906,-87.80168223486822
875,The Book Table,Bookstore,Galewood,Austin,41.8886753448582,-87.80189636613659
876,Jolly Inn,Eastern European Restaurant,Galewood,Austin,41.952418731626956,-87.78893637094264
877,Lou Malnati's Pizzeria,Pizza Place,Galewood,Austin,41.8887837395334,-87.8021024906768
878,Starbucks,Coffee Shop,Galewood,Austin,41.88853616662061,-87.79330116895302
879,Michaels,Arts & Crafts Store,Galewood,Austin,41.95651816771605,-87.80324131250381
880,Viet Taste Pho & Sandwiches,Vietnamese Restaurant,Galewood,Austin,41.95343,-87.80807
881,Costco Wholesale,Warehouse Store,Galewood,Austin,41.90932479909783,-87.83667307017275
882,Maya Del Sol,Latin American Restaurant,Galewood,Austin,41.88600170825283,-87.79435411859038
883,Great American Bagel,Bagel Shop,Galewood,Austin,41.909789890654025,-87.80729462363335
884,BeerShop,Bar,Galewood,Austin,41.88744093760409,-87.80195269043466
885,Boss Burrito,Burrito Place,Galewood,Austin,41.88791106750157,-87.8029717633375
886,City Tap & Grill,Cocktail Bar,Galewood,Austin,41.95280552760668,-87.8109041742062
887,AMC Showplace Galewood 14,Multiplex,Galewood,Austin,41.91559450439994,-87.76438837463112
888,Potbelly Sandwich Shop,Sandwich Place,Galewood,Austin,41.88876215175186,-87.8027748286994
889,Fresh Thyme Farmers Market - River Forest,Grocery Store,Galewood,Austin,41.908437899999996,-87.81313399999999
890,Café Cubano,Cuban Restaurant,Galewood,Austin,41.90888237151157,-87.81220936710075
891,Nando's Peri-Peri,Portuguese Restaurant,Galewood,Austin,41.888682483710646,-87.80428429979423
892,Eli's Cheesecake Company,Bakery,Galewood,Austin,41.959410937476726,-87.7946731125239
893,Il Vicolo Trattoria,Italian Restaurant,Galewood,Austin,41.88799850865853,-87.79448339318519
894,Señor Pan Express,Café,Galewood,Austin,41.93135982685962,-87.75386599787409
895,Edelweiss German/American Restaurant,German Restaurant,Galewood,Austin,41.95258569150436,-87.81915386457787
896,Wildberry Pancakes & Cafe,Breakfast Spot,The Island,Austin,41.88441245349088,-87.62304697069011
897,Maggie Daley Ice Skating Ribbon,Skating Rink,The Island,Austin,41.88409327254506,-87.61937396817926
898,Gene Siskel Film Center,Indie Movie Theater,The Island,Austin,41.88500714054633,-87.62791573046749
899,Chicago Riverwalk,Waterfront,The Island,Austin,41.88728,-87.627217
900,Do-Rite Donuts & Coffee,Donut Shop,The Island,Austin,41.884598,-87.62990400000001
901,Virgin Hotels Chicago,Hotel,The Island,Austin,41.8860646,-87.62585279999998
902,Goodman Theatre,Theater,The Island,Austin,41.88486544771689,-87.62972639019311
903,Renaissance Chicago Downtown Hotel,Hotel,The Island,Austin,41.88622055333085,-87.6283210515976
904,Lakeshore East Park,Park,The Island,Austin,41.88608077508668,-87.61776924133301
